rmse=0.6274146693458569,1.1,2.1,3.1,2.2,2.1,2.2,1.2,1.1,4.1,3.2,5.1,3.1,3.1,3.2,4.2,4.1,6.1,5.2,5.1,5.2,6.2,6.1,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,2.0
rmse=0.6274146693458569,1.1,2.1,1.2,1.1,3.1,4.1,4.2,4.1,5.1,6.1,2.2,5.2,2.1,2.2,5.1,5.2,3.2,3.1,7.1,6.2,6.1,6.2,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0
rmse=0.6274146693458569,1.1,2.1,1.2,1.1,3.1,4.1,4.2,4.1,5.1,6.1,2.2,5.2,5.1,5.2,2.1,2.2,3.2,3.1,7.1,6.2,6.1,6.2,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0
rmse=0.6274146693458569,1.1,2.1,2.2,2.1,3.1,3.2,4.1,5.1,6.1,1.2,5.2,5.1,1.1,1.2,7.1,6.2,6.1,6.2,4.2,4.1,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,2.0
rmse=0.6274146693458569,1.1,2.1,2.2,2.1,3.1,3.2,4.1,5.1,6.1,1.2,5.2,5.1,1.1,1.2,7.1,6.2,6.1,6.2,7.2,7.1,4.2,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,2.0
rmse=0.6274146693458569,1.1,2.1,3.1,1.2,1.1,1.2,2.2,2.1,4.1,3.2,5.1,3.1,3.1,3.2,4.2,4.1,6.1,5.2,5.1,5.2,6.2,6.1,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,2.0
rmse=0.6274146693458569,1.1,2.1,3.1,3.2,4.1,5.1,2.2,2.1,6.1,1.2,6.2,6.1,1.1,1.2,4.2,4.1,7.1,5.2,5.1,5.2,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,2.0
rmse=0.6274146693458569,1.1,2.1,3.1,1.2,1.1,1.2,2.2,2.1,4.1,5.1,3.2,5.2,5.2,5.1,3.2,3.1,6.1,7.1,6.2,6.1,4.2,4.1,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0
rmse=0.6274146693458569,1.1,2.1,3.1,2.2,2.1,2.2,1.2,1.1,4.1,5.1,3.2,5.2,5.2,5.1,3.2,3.1,6.1,7.1,6.2,6.1,7.2,7.1,4.1,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0
rmse=0.6274146693458569,1.1,2.1,3.1,2.2,2.1,2.2,1.2,1.1,4.1,3.2,5.1,5.2,3.1,3.2,6.1,7.1,6.2,6.1,7.2,7.1,4.2,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,2.0
rmse=0.6274146693458569,1.1,2.1,1.2,1.1,3.1,4.1,4.2,4.1,5.1,6.1,2.2,5.2,2.1,2.2,5.1,5.2,3.2,3.1,7.1,6.2,6.1,6.2,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0
rmse=0.6274146693458569,1.1,2.1,2.2,2.1,3.1,3.2,4.1,5.1,6.1,1.2,5.2,5.1,1.1,1.2,7.1,6.2,6.1,6.2,7.2,7.1,4.2,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,2.0
rmse=0.6274146693458569,1.1,2.1,3.1,1.2,1.1,1.2,2.2,2.1,4.1,3.2,5.1,3.1,3.1,3.2,4.2,4.1,6.1,5.2,5.1,5.2,7.1,6.2,6.1,6.2,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,2.0
rmse=0.6274146693458569,1.1,2.1,1.2,1.1,3.1,4.1,4.2,4.1,5.1,6.1,2.2,5.2,5.1,5.2,2.1,2.2,3.2,3.1,7.1,6.2,6.1,6.2,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0
rmse=0.6274146693458569,1.1,2.1,3.1,2.2,2.1,2.2,1.2,1.1,4.1,3.2,5.1,3.1,3.1,3.2,4.2,4.1,6.1,7.1,7.2,7.1,6.2,6.1,5.2,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,2.0
rmse=0.6274146693458569,1.1,2.1,3.1,3.2,4.1,5.1,2.2,2.1,6.1,1.2,6.2,6.1,1.1,1.2,4.2,4.1,7.1,5.2,5.1,5.2,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,2.0
rmse=0.6274146693458569,1.1,2.1,3.1,1.2,1.1,1.2,2.2,2.1,4.1,5.1,3.2,5.2,5.2,5.1,3.1,3.2,6.1,7.1,7.2,7.1,6.2,6.1,4.2,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0
rmse=0.6274146693458569,1.1,2.1,3.1,3.2,4.1,5.1,6.1,5.2,5.1,5.2,1.2,6.2,6.1,6.2,1.1,1.2,7.1,2.2,2.1,2.2,4.2,4.1,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0
rmse=0.6274146693458569,1.1,2.1,3.1,3.2,4.1,5.1,1.2,1.1,6.1,2.2,6.2,6.1,2.1,2.2,4.2,4.1,7.1,5.2,5.1,5.2,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,2.0
rmse=0.6274146693458569,1.1,2.1,3.1,3.2,4.1,5.1,2.2,2.1,6.1,1.2,6.2,6.1,1.1,1.2,4.2,4.1,7.1,5.2,5.1,5.2,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,2.0
rmse=0.6274146693458569,1.1,2.1,2.2,2.1,3.1,3.2,4.1,5.1,6.1,1.2,5.2,5.1,1.1,1.2,7.1,6.2,6.1,6.2,7.2,7.1,4.2,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,2.0
rmse=0.6274146693458569,1.1,2.1,3.1,3.2,4.1,5.1,1.2,1.1,6.1,2.2,6.2,6.1,2.1,2.2,4.2,4.1,7.1,5.2,5.1,5.2,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,2.0
rmse=0.6324555320336759,1.1,2.1,3.1,3.2,4.1,1.2,1.2,1.1,4.2,4.1,5.1,2.2,6.1,2.1,2.2,2.1,7.1,7.2,6.2,6.1,5.1,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,2.0
rmse=0.6324555320336759,1.1,2.1,3.1,3.2,4.1,2.2,2.2,2.1,4.2,4.1,5.1,6.1,1.2,6.2,6.1,6.2,1.1,1.2,5.2,5.1,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,2.0
rmse=0.6324555320336759,1.1,2.1,2.2,2.1,3.1,3.2,4.1,5.1,6.1,5.2,5.1,5.2,1.2,6.2,6.2,6.1,1.1,1.2,4.2,4.1,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,2.0
rmse=0.6324555320336759,1.1,2.1,3.1,4.1,3.2,3.1,2.2,2.1,5.1,4.2,4.1,4.2,1.2,6.1,1.1,1.2,7.1,7.2,6.2,6.1,5.1,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,2.0
rmse=0.6324555320336759,1.1,2.1,3.1,2.2,2.1,2.2,3.2,3.1,4.1,5.1,6.1,6.2,1.2,7.1,1.1,1.2,4.2,4.1,7.2,7.1,5.2,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,2.0
rmse=0.6697811566101117,1.1,2.1,2.2,2.1,3.1,3.2,4.1,5.1,6.1,1.2,5.2,5.1,1.1,1.2,4.2,4.1,7.1,6.2,6.1,6.2,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,2.0
rmse=0.6697811566101117,1.1,2.1,2.2,2.1,3.1,3.2,4.1,5.1,6.1,1.2,5.2,5.1,1.1,1.2,4.2,4.1,7.1,6.2,6.1,6.2,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,2.0
rmse=0.6697811566101117,1.1,2.1,3.1,2.2,2.1,2.2,1.2,1.1,4.1,3.2,5.1,3.1,3.2,3.1,5.2,5.1,4.2,4.1,6.1,7.1,7.2,7.1,6.2,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,2.0
rmse=0.6697811566101117,1.1,2.1,3.1,3.2,4.1,5.1,5.2,5.1,6.1,7.1,1.2,6.2,6.1,6.2,1.1,1.2,4.2,4.1,2.2,2.1,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,2.0
rmse=0.6697811566101117,1.1,2.1,3.1,1.2,1.1,1.2,3.2,3.1,4.1,2.2,5.1,2.1,2.1,2.2,6.1,5.2,5.1,5.2,7.1,7.2,6.2,6.1,4.1,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,2.0
rmse=0.6697811566101117,1.1,2.1,3.1,3.2,4.1,5.1,5.2,5.1,6.1,7.1,2.2,6.2,6.1,6.2,2.1,2.2,4.2,4.1,1.2,1.1,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,2.0
rmse=0.6697811566101117,1.1,2.1,3.1,4.1,1.2,1.1,5.1,2.2,2.1,2.2,3.2,4.2,4.1,4.2,3.1,3.2,6.1,7.1,6.2,6.1,7.2,7.1,5.1,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0
rmse=0.6697811566101117,1.1,2.1,3.1,1.2,1.1,1.2,2.2,2.1,4.1,3.2,5.1,3.1,3.2,3.1,6.1,5.2,5.1,5.2,6.2,6.1,7.1,4.2,4.1,4.2,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,2.0
rmse=0.6697811566101117,1.1,2.1,3.1,1.2,1.1,1.2,3.2,3.1,4.1,2.2,5.1,2.1,2.2,2.1,6.1,5.2,5.1,5.2,6.2,6.1,7.1,4.2,4.1,4.2,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,2.0
rmse=0.6697811566101117,1.1,2.1,2.2,2.1,3.1,3.2,4.1,5.1,6.1,1.2,5.2,5.1,1.1,1.2,4.2,4.1,7.1,6.2,6.1,6.2,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,2.0
rmse=0.6697811566101117,1.1,2.1,3.1,2.2,2.1,2.2,1.2,1.1,4.1,5.1,3.2,5.2,5.1,5.2,3.2,3.1,4.2,4.1,6.1,7.1,7.2,7.1,6.2,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0
rmse=0.6697811566101117,1.1,2.1,3.1,4.1,3.2,3.1,2.2,2.1,5.1,6.1,1.2,4.2,1.1,1.2,4.1,4.2,5.2,5.1,7.1,6.2,6.1,6.2,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0
rmse=0.6697811566101117,1.1,2.1,3.1,2.2,2.1,2.2,1.2,1.1,4.1,3.2,5.1,3.1,3.2,3.1,6.1,5.2,5.1,5.2,4.2,4.1,7.1,7.2,6.2,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,2.0
rmse=0.6697811566101117,1.1,2.1,3.1,2.2,2.1,2.2,1.2,1.1,4.1,3.2,5.1,3.1,3.2,3.1,6.1,5.2,5.1,5.2,4.2,4.1,7.1,6.2,6.1,6.2,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,2.0
rmse=0.6697811566101117,1.1,2.1,3.1,1.2,1.1,1.2,3.2,3.1,4.1,5.1,2.2,5.2,5.2,5.1,2.1,2.2,4.2,4.1,6.1,7.1,7.2,7.1,6.2,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0
rmse=0.6708203932499369,1.1,1.2,2.1,3.1,3.2,3.1,4.1,4.2,2.2,2.1,5.1,6.1,6.2,6.1,7.1,5.2,5.1,5.2,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.6708203932499369,1.1,1.2,2.1,3.1,3.2,3.1,4.1,4.2,2.2,2.1,5.1,6.1,6.2,6.1,7.1,5.2,5.1,5.2,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.6708203932499369,1.1,1.2,2.1,3.1,3.2,3.1,4.1,4.2,2.2,2.1,5.1,6.1,6.2,6.1,7.1,5.2,5.1,5.2,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.6708203932499369,1.1,1.2,2.1,3.1,3.2,3.1,4.1,4.2,2.2,2.1,5.1,6.1,6.2,6.1,7.1,5.2,5.1,5.2,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.6708203932499369,1.1,1.2,2.1,3.1,3.2,3.1,4.1,4.2,2.2,2.1,5.1,6.1,6.2,6.1,7.1,5.2,5.1,5.2,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.6708203932499369,1.1,1.2,2.1,3.1,3.2,3.1,4.1,4.2,2.2,2.1,5.1,6.1,6.2,6.1,7.1,5.2,5.1,5.2,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.6708203932499369,1.1,1.2,2.1,3.1,3.2,3.1,4.1,4.2,2.2,2.1,5.1,6.1,6.2,6.1,7.1,5.2,5.1,5.2,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.6708203932499369,1.1,1.2,2.1,3.1,3.2,3.1,4.1,4.2,2.2,2.1,5.1,6.1,6.2,6.1,7.1,5.2,5.1,5.2,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.6708203932499369,1.1,1.2,2.1,3.1,3.2,3.1,4.1,4.2,2.2,2.1,5.1,6.1,6.2,6.1,7.1,5.2,5.1,5.2,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.6708203932499369,1.1,1.2,2.1,3.1,3.2,3.1,4.1,4.2,2.2,2.1,5.1,6.1,6.2,6.1,7.1,5.2,5.1,5.2,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.6708203932499369,1.1,1.2,2.1,3.1,3.2,3.1,4.1,4.2,2.2,2.1,5.1,6.1,6.2,6.1,7.1,5.2,5.1,5.2,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.6708203932499369,1.1,1.2,2.1,3.1,3.2,3.1,4.1,4.2,2.2,2.1,5.1,6.1,6.2,6.1,7.1,5.2,5.1,5.2,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.6708203932499369,1.1,1.2,2.1,3.1,3.2,3.1,4.1,4.2,2.2,2.1,5.1,6.1,6.2,6.1,7.1,5.2,5.1,5.2,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.6708203932499369,1.1,1.2,2.1,3.1,3.2,3.1,4.1,4.2,2.2,2.1,5.1,6.1,6.2,6.1,7.1,5.2,5.1,5.2,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0
rmse=0.7071067811865476,1.1,2.1,3.1,4.1,2.2,2.1,5.1,1.2,1.1,1.2,3.2,4.2,4.1,4.2,3.1,3.2,5.2,5.1,6.1,7.1,6.2,6.1,7.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0
rmse=0.7071067811865476,1.1,2.1,3.1,3.2,4.1,5.1,5.2,5.1,6.1,6.2,7.1,7.2,4.2,4.1,2.2,2.1,1.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,2.0
rmse=0.7071067811865476,1.1,2.1,3.1,1.2,1.1,1.2,2.2,2.1,4.1,3.2,5.1,3.1,3.2,3.1,6.1,6.2,5.2,5.1,4.2,4.1,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,2.0
rmse=0.7071067811865476,1.1,2.1,3.1,3.2,4.1,5.1,5.2,5.1,6.1,6.2,7.1,7.2,4.2,4.1,2.2,2.1,1.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,2.0
rmse=0.721074874252541,1.1,2.1,3.1,3.2,4.1,5.1,5.2,5.1,6.1,7.1,2.2,6.2,6.1,6.2,2.1,2.2,4.2,4.1,1.2,7.2,1.1,1.2,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0
rmse=0.724568837309472,1.1,2.1,2.2,2.1,3.1,3.2,4.1,5.1,5.2,5.1,6.1,6.2,7.1,7.2,1.2,1.1,4.2,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,2.0
rmse=0.724568837309472,1.1,2.1,2.2,2.1,3.1,3.2,4.1,5.1,5.2,5.1,6.1,6.2,7.1,7.2,4.2,4.1,1.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,2.0
rmse=0.724568837309472,1.1,2.1,2.2,2.1,1.2,1.1,3.1,4.1,4.2,4.1,5.1,5.2,6.1,6.2,3.2,3.1,7.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,2.0
rmse=0.724568837309472,1.1,2.1,2.2,2.1,3.1,3.2,4.1,5.1,5.2,5.1,6.1,6.2,7.1,7.2,4.2,4.1,1.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,2.0
rmse=0.724568837309472,1.1,2.1,2.2,2.1,3.1,3.2,4.1,5.1,5.2,5.1,6.1,6.2,7.1,7.2,4.2,4.1,1.1,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,2.0
rmse=0.724568837309472,1.1,2.1,2.2,2.1,3.1,3.2,4.1,5.1,5.2,5.1,6.1,6.2,4.2,4.1,7.1,7.2,1.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,2.0
rmse=0.724568837309472,1.1,2.1,2.2,2.1,3.1,3.2,4.1,5.1,5.2,5.1,6.1,6.2,4.2,4.1,7.1,7.2,1.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,2.0
rmse=0.724568837309472,1.1,2.1,2.2,2.1,3.1,3.2,4.1,5.1,6.1,6.2,5.2,5.1,7.1,7.2,4.2,4.1,1.1,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,2.0
rmse=0.724568837309472,1.1,2.1,2.2,2.1,1.2,1.1,3.1,4.1,5.1,5.2,6.1,6.2,3.2,3.1,7.1,7.2,4.2,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,2.0
rmse=0.724568837309472,1.1,2.1,2.2,2.1,3.1,3.2,4.1,5.1,5.2,5.1,6.1,6.2,4.2,4.1,7.1,7.2,1.1,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,2.0
rmse=0.724568837309472,1.1,2.1,2.2,2.1,3.1,3.2,4.1,5.1,5.2,5.1,6.1,6.2,4.2,4.1,7.1,7.2,1.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,2.0
